CommentId,WorkerId,GSRightCount,Weight,FormalityRating,RespectRating,StereotypeRating,ToxicityRating,formalityCoded,respectCoded,stereotypeCoded,toxicityCoded,Platform,Comment,TOXICITY_SCORE,SEVERE_TOXICITY_SCORE,IDENTITY_ATTACK_SCORE,INSULT_SCORE,PROFANITY_SCORE,THREAT_SCORE
yt44,A219VCQZADQ45W,2,0.75,Informal,Respectful,Not present,Not_Toxic,3,4,1,2,2,"I've known of these Japanese giants for some years now.  Never once have I heard them referred to as ""murderous"" in any form of identification.  Media is super thirsty right now!
",0.42321408,0.24667896,0.46130249999999995,0.47700929999999997,0.15293305,0.5194481
tw38,A100VV1V2XDQI7,3,1.0,Informal,Respectful,Not present,Not_Toxic,3,4,1,2,3,"I love a good sandwich, a tasty sandwich, a sandwich for the ages. Step off, turkey, I'm thinkin' roast beef.",0.24009003,0.10087643,0.17539702,0.17124148,0.11048939,0.28051528
nw59,A100VV1V2XDQI7,3,1.0,Informal,Disrespectful,Possibly present,Toxic,3,1,2,6,1,"He's pitiful! And Trump is stupid for thinking this dolt can siphon blacks votes from Biden. If anything, it will drive more blacks away from Trump. West is not a black hero, he is a pariah!",0.90756166,0.6814819000000001,0.9047818999999999,0.9329400999999999,0.75312823,0.12162531
nw60,A100VV1V2XDQI7,3,1.0,Informal,Disrespectful,Possibly present,Toxic,3,1,2,6,1,"come convention time, Sleepy Joe (now known as Uncle Chet) won't even be around. Liberal elites will pull one more switcharoo on you idiots.",0.9328892,0.5288510000000001,0.31776190000000004,0.96998316,0.69309914,0.15885527
tw40,A100VV1V2XDQI7,3,1.0,Informal,Partially Respectful,Not present,Not_Toxic,3,3,1,2,3,"Well, to be fair, we have rule of law and those things can be decided by the public without having thugs decide for themselves and topple them.",0.28974113,0.11417412,0.12548797,0.3222842,0.05810907,0.3882527
yt54,A100VV1V2XDQI7,3,1.0,Informal,Slightly Disrespectful,Possibly present,Hard_To_Say,3,2,2,4,2,I'm so over these weak ass apologies. Stop apologizing for things you aren't  apologetic for.,0.7910383000000001,0.42867255,0.15735726,0.72468174,0.8052676,0.14931816
nw47,A100VV1V2XDQI7,3,1.0,Informal,Disrespectful,Present,Toxic,3,1,3,6,1,People like this need to be taken out of the gene pool.,0.5313429000000001,0.346439,0.45459947,0.4412358,0.23617618,0.6370814
yt37,A100VV1V2XDQI7,3,1.0,Formal,Slightly Disrespectful,Not present,Not_Toxic,2,2,1,2,2,Remember this a deceased person cannot stimulate the economy.,0.1926688,0.07743668599999999,0.08625574,0.16118202,0.058119837,0.38348746
nw42,A100VV1V2XDQI7,3,1.0,Informal,Slightly Disrespectful,Possibly present,Hard_To_Say,3,2,2,4,1,Male and female is determined by reproductive organs we can't change biology for our own selfish desires,0.37220827,0.111822024,0.30057353,0.41253290000000004,0.13366018,0.14899436
tw55,A100VV1V2XDQI7,3,1.0,Informal,Disrespectful,Possibly present,Toxic,3,1,2,6,3,"He had a chance to leave, cant feel bad for that just stupidity",0.800371,0.28842244,0.21148686,0.8459684000000001,0.69309914,0.09026343
yt47,A100VV1V2XDQI7,3,1.0,Informal,Slightly Disrespectful,Possibly present,Toxic,3,2,2,6,2,Just change it to the whiteskins and nobody will be offended.,0.59779644,0.39325240000000006,0.813804,0.4750375,0.31041855,0.4645388
tw34,A100VV1V2XDQI7,3,1.0,Informal,Partially Respectful,Not present,Not_Toxic_At_All,3,3,1,1,3,"Sure, somehow they can contact-trace seven new cases back to an event that included thousands, essentially eliminating tens of millions of possible contagion vectors...  I DON'T THINK SO.",0.0646828,0.018613834,0.033461355,0.045988287999999995,0.0172685,0.079817586
tw38,AVQGY7FCU80XP,3,1.0,Informal,Partially Respectful,Not present,Not_Toxic,3,3,1,2,3,"I love a good sandwich, a tasty sandwich, a sandwich for the ages. Step off, turkey, I'm thinkin' roast beef.",0.24009003,0.10087643,0.17539702,0.17124148,0.11048939,0.28051528
nw60,AVQGY7FCU80XP,3,1.0,Informal,Disrespectful,Present,Toxic,3,1,3,6,1,"come convention time, Sleepy Joe (now known as Uncle Chet) won't even be around. Liberal elites will pull one more switcharoo on you idiots.",0.9328892,0.5288510000000001,0.31776190000000004,0.96998316,0.69309914,0.15885527
tw40,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Possibly present,Hard_To_Say,3,2,2,4,3,"Well, to be fair, we have rule of law and those things can be decided by the public without having thugs decide for themselves and topple them.",0.28974113,0.11417412,0.12548797,0.3222842,0.05810907,0.3882527
yt54,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Not present,Hard_To_Say,3,2,1,4,2,I'm so over these weak ass apologies. Stop apologizing for things you aren't  apologetic for.,0.7910383000000001,0.42867255,0.15735726,0.72468174,0.8052676,0.14931816
nw47,AVQGY7FCU80XP,3,1.0,Informal,Disrespectful,Not present,Toxic,3,1,1,6,1,People like this need to be taken out of the gene pool.,0.5313429000000001,0.346439,0.45459947,0.4412358,0.23617618,0.6370814
yt37,AVQGY7FCU80XP,3,1.0,Formal,Partially Respectful,Not present,Not_Toxic,2,3,1,2,2,Remember this a deceased person cannot stimulate the economy.,0.1926688,0.07743668599999999,0.08625574,0.16118202,0.058119837,0.38348746
yt40,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Present,Hard_To_Say,3,2,3,4,2,Say goodbye to us middle class !! Get ready for war ppl when poor and middle class clash with the rich and political parties !! Soon it either ur rich or poor !! Stay lock and loaded protect your luv ones !!,0.28746244,0.13847727,0.11773574,0.2615664,0.040329292,0.50872475
nw42,AVQGY7FCU80XP,3,1.0,Formal,Partially Respectful,Possibly present,Toxic,2,3,2,6,1,Male and female is determined by reproductive organs we can't change biology for our own selfish desires,0.37220827,0.111822024,0.30057353,0.41253290000000004,0.13366018,0.14899436
tw55,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Not present,Toxic,3,2,1,6,3,"He had a chance to leave, cant feel bad for that just stupidity",0.800371,0.28842244,0.21148686,0.8459684000000001,0.69309914,0.09026343
yt47,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Present,Toxic,3,2,3,6,2,Just change it to the whiteskins and nobody will be offended.,0.59779644,0.39325240000000006,0.813804,0.4750375,0.31041855,0.4645388
tw34,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Not present,Toxic,3,2,1,6,3,"Sure, somehow they can contact-trace seven new cases back to an event that included thousands, essentially eliminating tens of millions of possible contagion vectors...  I DON'T THINK SO.",0.0646828,0.018613834,0.033461355,0.045988287999999995,0.0172685,0.079817586
tw38,AKX5RHHO8BIUX,3,1.0,Very informal,Respectful,Not present,Not_Toxic,4,4,1,2,3,"I love a good sandwich, a tasty sandwich, a sandwich for the ages. Step off, turkey, I'm thinkin' roast beef.",0.24009003,0.10087643,0.17539702,0.17124148,0.11048939,0.28051528
nw59,AKX5RHHO8BIUX,3,1.0,Formal,Disrespectful,Present,Toxic,2,1,3,6,1,"He's pitiful! And Trump is stupid for thinking this dolt can siphon blacks votes from Biden. If anything, it will drive more blacks away from Trump. West is not a black hero, he is a pariah!",0.90756166,0.6814819000000001,0.9047818999999999,0.9329400999999999,0.75312823,0.12162531
nw60,AKX5RHHO8BIUX,3,1.0,Very informal,Disrespectful,Heavily present,Very_Toxic,4,1,4,7,1,"come convention time, Sleepy Joe (now known as Uncle Chet) won't even be around. Liberal elites will pull one more switcharoo on you idiots.",0.9328892,0.5288510000000001,0.31776190000000004,0.96998316,0.69309914,0.15885527
tw40,AKX5RHHO8BIUX,3,1.0,Informal,Partially Respectful,Possibly present,Hard_To_Say,3,3,2,4,3,"Well, to be fair, we have rule of law and those things can be decided by the public without having thugs decide for themselves and topple them.",0.28974113,0.11417412,0.12548797,0.3222842,0.05810907,0.3882527
yt54,AKX5RHHO8BIUX,3,1.0,Informal,Disrespectful,Possibly present,Toxic,3,1,2,6,2,I'm so over these weak ass apologies. Stop apologizing for things you aren't  apologetic for.,0.7910383000000001,0.42867255,0.15735726,0.72468174,0.8052676,0.14931816
nw47,AKX5RHHO8BIUX,3,1.0,Formal,Disrespectful,Heavily present,Toxic,2,1,4,6,1,People like this need to be taken out of the gene pool.,0.5313429000000001,0.346439,0.45459947,0.4412358,0.23617618,0.6370814
yt37,AKX5RHHO8BIUX,3,1.0,Informal,Partially Respectful,Possibly present,Hard_To_Say,3,3,2,4,2,Remember this a deceased person cannot stimulate the economy.,0.1926688,0.07743668599999999,0.08625574,0.16118202,0.058119837,0.38348746
yt40,AKX5RHHO8BIUX,3,1.0,Very informal,Disrespectful,Heavily present,Toxic,4,1,4,6,2,Say goodbye to us middle class !! Get ready for war ppl when poor and middle class clash with the rich and political parties !! Soon it either ur rich or poor !! Stay lock and loaded protect your luv ones !!,0.28746244,0.13847727,0.11773574,0.2615664,0.040329292,0.50872475
nw42,AKX5RHHO8BIUX,3,1.0,Formal,Partially Respectful,Possibly present,Not_Toxic,2,3,2,2,1,Male and female is determined by reproductive organs we can't change biology for our own selfish desires,0.37220827,0.111822024,0.30057353,0.41253290000000004,0.13366018,0.14899436
tw55,AKX5RHHO8BIUX,3,1.0,Informal,Slightly Disrespectful,Possibly present,Toxic,3,2,2,6,3,"He had a chance to leave, cant feel bad for that just stupidity",0.800371,0.28842244,0.21148686,0.8459684000000001,0.69309914,0.09026343
yt47,AKX5RHHO8BIUX,3,1.0,Very informal,Disrespectful,Heavily present,Toxic,4,1,4,6,2,Just change it to the whiteskins and nobody will be offended.,0.59779644,0.39325240000000006,0.813804,0.4750375,0.31041855,0.4645388
tw34,AKX5RHHO8BIUX,3,1.0,Very informal,Disrespectful,Possibly present,Toxic,4,1,2,6,3,"Sure, somehow they can contact-trace seven new cases back to an event that included thousands, essentially eliminating tens of millions of possible contagion vectors...  I DON'T THINK SO.",0.0646828,0.018613834,0.033461355,0.045988287999999995,0.0172685,0.079817586
tw38,A1J1KT1EGGAKC5,3,1.0,Formal,Respectful,Not present,Not_Toxic,2,4,1,2,3,"I love a good sandwich, a tasty sandwich, a sandwich for the ages. Step off, turkey, I'm thinkin' roast beef.",0.24009003,0.10087643,0.17539702,0.17124148,0.11048939,0.28051528
nw59,A1J1KT1EGGAKC5,3,1.0,Formal,Disrespectful,Present,Very_Toxic,2,1,3,7,1,"He's pitiful! And Trump is stupid for thinking this dolt can siphon blacks votes from Biden. If anything, it will drive more blacks away from Trump. West is not a black hero, he is a pariah!",0.90756166,0.6814819000000001,0.9047818999999999,0.9329400999999999,0.75312823,0.12162531
nw60,A1J1KT1EGGAKC5,3,1.0,Informal,Disrespectful,Possibly present,Very_Toxic,3,1,2,7,1,"come convention time, Sleepy Joe (now known as Uncle Chet) won't even be around. Liberal elites will pull one more switcharoo on you idiots.",0.9328892,0.5288510000000001,0.31776190000000004,0.96998316,0.69309914,0.15885527
tw40,A1J1KT1EGGAKC5,3,1.0,Very formal,Slightly Disrespectful,Possibly present,Toxic,1,2,2,6,3,"Well, to be fair, we have rule of law and those things can be decided by the public without having thugs decide for themselves and topple them.",0.28974113,0.11417412,0.12548797,0.3222842,0.05810907,0.3882527
yt54,A1J1KT1EGGAKC5,3,1.0,Informal,Slightly Disrespectful,Not present,Hard_To_Say,3,2,1,4,2,I'm so over these weak ass apologies. Stop apologizing for things you aren't  apologetic for.,0.7910383000000001,0.42867255,0.15735726,0.72468174,0.8052676,0.14931816
nw47,A1J1KT1EGGAKC5,3,1.0,Formal,Disrespectful,Possibly present,Very_Toxic,2,1,2,7,1,People like this need to be taken out of the gene pool.,0.5313429000000001,0.346439,0.45459947,0.4412358,0.23617618,0.6370814
yt37,A1J1KT1EGGAKC5,3,1.0,Very formal,Slightly Disrespectful,Not present,Hard_To_Say,1,2,1,4,2,Remember this a deceased person cannot stimulate the economy.,0.1926688,0.07743668599999999,0.08625574,0.16118202,0.058119837,0.38348746
yt40,A1J1KT1EGGAKC5,3,1.0,Very informal,Slightly Disrespectful,Present,Toxic,4,2,3,6,2,Say goodbye to us middle class !! Get ready for war ppl when poor and middle class clash with the rich and political parties !! Soon it either ur rich or poor !! Stay lock and loaded protect your luv ones !!,0.28746244,0.13847727,0.11773574,0.2615664,0.040329292,0.50872475
nw42,A1J1KT1EGGAKC5,3,1.0,Very formal,Disrespectful,Heavily present,Toxic,1,1,4,6,1,Male and female is determined by reproductive organs we can't change biology for our own selfish desires,0.37220827,0.111822024,0.30057353,0.41253290000000004,0.13366018,0.14899436
tw55,A1J1KT1EGGAKC5,3,1.0,Informal,Slightly Disrespectful,Not present,Toxic,3,2,1,6,3,"He had a chance to leave, cant feel bad for that just stupidity",0.800371,0.28842244,0.21148686,0.8459684000000001,0.69309914,0.09026343
yt47,A1J1KT1EGGAKC5,3,1.0,Formal,Disrespectful,Heavily present,Very_Toxic,2,1,4,7,2,Just change it to the whiteskins and nobody will be offended.,0.59779644,0.39325240000000006,0.813804,0.4750375,0.31041855,0.4645388
tw34,A1J1KT1EGGAKC5,3,1.0,Formal,Slightly Disrespectful,Not present,Hard_To_Say,2,2,1,4,3,"Sure, somehow they can contact-trace seven new cases back to an event that included thousands, essentially eliminating tens of millions of possible contagion vectors...  I DON'T THINK SO.",0.0646828,0.018613834,0.033461355,0.045988287999999995,0.0172685,0.079817586
tw38,A3BMEVFSETVOUR,2,0.75,Informal,Respectful,Not present,Not_Toxic,3,4,1,2,3,"I love a good sandwich, a tasty sandwich, a sandwich for the ages. Step off, turkey, I'm thinkin' roast beef.",0.24009003,0.10087643,0.17539702,0.17124148,0.11048939,0.28051528
nw59,A3BMEVFSETVOUR,2,0.75,Informal,Disrespectful,Possibly present,Toxic,3,1,2,6,1,"He's pitiful! And Trump is stupid for thinking this dolt can siphon blacks votes from Biden. If anything, it will drive more blacks away from Trump. West is not a black hero, he is a pariah!",0.90756166,0.6814819000000001,0.9047818999999999,0.9329400999999999,0.75312823,0.12162531
nw60,A3BMEVFSETVOUR,2,0.75,Informal,Disrespectful,Heavily present,Toxic,3,1,4,6,1,"come convention time, Sleepy Joe (now known as Uncle Chet) won't even be around. Liberal elites will pull one more switcharoo on you idiots.",0.9328892,0.5288510000000001,0.31776190000000004,0.96998316,0.69309914,0.15885527
tw40,A3BMEVFSETVOUR,2,0.75,Formal,Disrespectful,Present,Hard_To_Say,2,1,3,4,3,"Well, to be fair, we have rule of law and those things can be decided by the public without having thugs decide for themselves and topple them.",0.28974113,0.11417412,0.12548797,0.3222842,0.05810907,0.3882527
nw47,A3BMEVFSETVOUR,2,0.75,Formal,Disrespectful,Not present,Toxic,2,1,1,6,1,People like this need to be taken out of the gene pool.,0.5313429000000001,0.346439,0.45459947,0.4412358,0.23617618,0.6370814
yt37,A3BMEVFSETVOUR,2,0.75,Formal,Respectful,Not present,Not_Toxic,2,4,1,2,2,Remember this a deceased person cannot stimulate the economy.,0.1926688,0.07743668599999999,0.08625574,0.16118202,0.058119837,0.38348746
yt40,A3BMEVFSETVOUR,2,0.75,Very informal,Disrespectful,Possibly present,Toxic,4,1,2,6,2,Say goodbye to us middle class !! Get ready for war ppl when poor and middle class clash with the rich and political parties !! Soon it either ur rich or poor !! Stay lock and loaded protect your luv ones !!,0.28746244,0.13847727,0.11773574,0.2615664,0.040329292,0.50872475
nw42,A3BMEVFSETVOUR,2,0.75,Formal,Slightly Disrespectful,Possibly present,Hard_To_Say,2,2,2,4,1,Male and female is determined by reproductive organs we can't change biology for our own selfish desires,0.37220827,0.111822024,0.30057353,0.41253290000000004,0.13366018,0.14899436
tw55,A3BMEVFSETVOUR,2,0.75,Informal,Disrespectful,Not present,Very_Toxic,3,1,1,7,3,"He had a chance to leave, cant feel bad for that just stupidity",0.800371,0.28842244,0.21148686,0.8459684000000001,0.69309914,0.09026343
yt47,A3BMEVFSETVOUR,2,0.75,Formal,Slightly Disrespectful,Present,Hard_To_Say_Toxic,2,2,3,5,2,Just change it to the whiteskins and nobody will be offended.,0.59779644,0.39325240000000006,0.813804,0.4750375,0.31041855,0.4645388
tw34,A3BMEVFSETVOUR,2,0.75,Informal,Partially Respectful,Not present,Not_Toxic_At_All,3,3,1,1,3,"Sure, somehow they can contact-trace seven new cases back to an event that included thousands, essentially eliminating tens of millions of possible contagion vectors...  I DON'T THINK SO.",0.0646828,0.018613834,0.033461355,0.045988287999999995,0.0172685,0.079817586
nw46,A301GNFG8W711Q,3,1.0,Informal,Partially Respectful,Not present,Toxic,3,3,1,6,1,Poor thing! For God's sake get this girl some drugs and arrest her parents!!!,0.5210539000000001,0.34364808,0.38819736,0.33414158,0.14631638,0.6965894
tw45,A301GNFG8W711Q,3,1.0,Informal,Slightly Disrespectful,Present,Toxic,3,2,3,6,3,So they let the bullies win instead of protecting employees and customers. Only in America.,0.43725017,0.13010128,0.21858838,0.5255941,0.08029333,0.20859085
yt59,A301GNFG8W711Q,3,1.0,Informal,Disrespectful,Present,Toxic,3,1,3,6,2,Entitled America has to go...Everyone acts like a grown ass child...,0.9480856,0.7638441,0.58925116,0.80613285,0.9352478000000001,0.27644402
tw47,A301GNFG8W711Q,3,1.0,Informal,Slightly Disrespectful,Not present,Toxic,3,2,1,6,3,Where do you get this ludicrous misinformation? It took me 2 minutes to find this wasn't true. Have you heard of 'fact-checking'?,0.53490317,0.18089536,0.08104303,0.6607310000000001,0.22936806,0.16301453
tw39,A301GNFG8W711Q,3,1.0,Informal,Slightly Disrespectful,Not present,Hard_To_Say_Toxic,3,2,1,5,3,What about kids who were gunned down around the country by people who looked just like them? Do we care about these kids who never had a chance to grow up and live or nah? Just asking,0.24113068,0.09468423599999999,0.12158626,0.16181692,0.043268025,0.5053801
tw43,A301GNFG8W711Q,3,1.0,Informal,Slightly Disrespectful,Not present,Toxic,3,2,1,6,3,"""Genuinely believed it was an accident.""

I ""Genuinely believe"" that sometimes people need to die, The law has other ideas though.",0.38411608,0.27174154,0.21666278,0.16807832,0.12347609999999999,0.81366813
nw40,A301GNFG8W711Q,3,1.0,Formal,Partially Respectful,Not present,Toxic,2,3,1,6,1,Greatly overstated? Tell that to my colleague who died from it yesterday. She was relatively young and otherwise healthy. She’s dead now.,0.24188821,0.14681867,0.056923848,0.11612973,0.08415928,0.6030633000000001
nw56,A301GNFG8W711Q,3,1.0,Informal,Slightly Disrespectful,Not present,Hard_To_Say,3,2,1,4,1,My dog is also running for Presidency and he has a big fat ass as a runninng mate.,0.88824683,0.6797392,0.2779962,0.76293695,0.9066618000000001,0.24465606
yt55,A301GNFG8W711Q,3,1.0,Formal,Disrespectful,Present,Toxic,2,1,3,6,2,The strategy of the left just gets dumber and dumber. Nobody buying into this. The planet has seen mobs gathering to date to burn city blocks to the ground with zero cases.,0.8060606,0.45026925,0.24961068,0.895227,0.251704,0.55969995
yt53,A301GNFG8W711Q,3,1.0,Informal,Disrespectful,Not present,Toxic,3,1,1,6,2,It must be hard living without a brain,0.7698896,0.5397419,0.38843337,0.7146446999999999,0.44391415,0.849726
yt50,A301GNFG8W711Q,3,1.0,Informal,Slightly Disrespectful,Possibly present,Hard_To_Say,3,2,2,4,2,"Asia dropping all of their kill-streaks on the USA
",0.6899937,0.62453675,0.72670645,0.3936507,0.34059182,0.8908898000000001
nw46,AKX5RHHO8BIUX,3,1.0,Informal,Slightly Disrespectful,Present,Toxic,3,2,3,6,1,Poor thing! For God's sake get this girl some drugs and arrest her parents!!!,0.5210539000000001,0.34364808,0.38819736,0.33414158,0.14631638,0.6965894
tw45,AKX5RHHO8BIUX,3,1.0,Formal,Disrespectful,Present,Hard_To_Say,2,1,3,4,3,So they let the bullies win instead of protecting employees and customers. Only in America.,0.43725017,0.13010128,0.21858838,0.5255941,0.08029333,0.20859085
yt59,AKX5RHHO8BIUX,3,1.0,Informal,Disrespectful,Present,Toxic,3,1,3,6,2,Entitled America has to go...Everyone acts like a grown ass child...,0.9480856,0.7638441,0.58925116,0.80613285,0.9352478000000001,0.27644402
tw47,AKX5RHHO8BIUX,3,1.0,Formal,Disrespectful,Not present,Very_Toxic,2,1,1,7,3,Where do you get this ludicrous misinformation? It took me 2 minutes to find this wasn't true. Have you heard of 'fact-checking'?,0.53490317,0.18089536,0.08104303,0.6607310000000001,0.22936806,0.16301453
tw39,AKX5RHHO8BIUX,3,1.0,Informal,Disrespectful,Heavily present,Toxic,3,1,4,6,3,What about kids who were gunned down around the country by people who looked just like them? Do we care about these kids who never had a chance to grow up and live or nah? Just asking,0.24113068,0.09468423599999999,0.12158626,0.16181692,0.043268025,0.5053801
tw43,AKX5RHHO8BIUX,3,1.0,Formal,Disrespectful,Present,Toxic,2,1,3,6,3,"""Genuinely believed it was an accident.""

I ""Genuinely believe"" that sometimes people need to die, The law has other ideas though.",0.38411608,0.27174154,0.21666278,0.16807832,0.12347609999999999,0.81366813
nw40,AKX5RHHO8BIUX,3,1.0,Very formal,Disrespectful,Not present,Toxic,1,1,1,6,1,Greatly overstated? Tell that to my colleague who died from it yesterday. She was relatively young and otherwise healthy. She’s dead now.,0.24188821,0.14681867,0.056923848,0.11612973,0.08415928,0.6030633000000001
nw56,AKX5RHHO8BIUX,3,1.0,Very informal,Disrespectful,Possibly present,Toxic,4,1,2,6,1,My dog is also running for Presidency and he has a big fat ass as a runninng mate.,0.88824683,0.6797392,0.2779962,0.76293695,0.9066618000000001,0.24465606
yt55,AKX5RHHO8BIUX,3,1.0,Formal,Disrespectful,Heavily present,Hard_To_Say,2,1,4,4,2,The strategy of the left just gets dumber and dumber. Nobody buying into this. The planet has seen mobs gathering to date to burn city blocks to the ground with zero cases.,0.8060606,0.45026925,0.24961068,0.895227,0.251704,0.55969995
yt53,AKX5RHHO8BIUX,3,1.0,Very informal,Disrespectful,Possibly present,Toxic,4,1,2,6,2,It must be hard living without a brain,0.7698896,0.5397419,0.38843337,0.7146446999999999,0.44391415,0.849726
nw31,AKX5RHHO8BIUX,3,1.0,Formal,Disrespectful,Present,Not_Toxic,2,1,3,2,1,"So, during this worldwide transfer of wealth, the rich and elite are going to help the masses. Help us to our graves is more like it.",0.05188239,0.019236445,0.028980756,0.029373346,0.0122827245,0.08907268
yt50,AKX5RHHO8BIUX,3,1.0,Informal,Partially Respectful,Present,Toxic,3,3,3,6,2,"Asia dropping all of their kill-streaks on the USA
",0.6899937,0.62453675,0.72670645,0.3936507,0.34059182,0.8908898000000001
tw45,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Present,Hard_To_Say,3,2,3,4,3,So they let the bullies win instead of protecting employees and customers. Only in America.,0.43725017,0.13010128,0.21858838,0.5255941,0.08029333,0.20859085
yt59,AVQGY7FCU80XP,3,1.0,Informal,Disrespectful,Possibly present,Toxic,3,1,2,6,2,Entitled America has to go...Everyone acts like a grown ass child...,0.9480856,0.7638441,0.58925116,0.80613285,0.9352478000000001,0.27644402
tw47,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Not present,Toxic,3,2,1,6,3,Where do you get this ludicrous misinformation? It took me 2 minutes to find this wasn't true. Have you heard of 'fact-checking'?,0.53490317,0.18089536,0.08104303,0.6607310000000001,0.22936806,0.16301453
tw39,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Possibly present,Very_Toxic,3,2,2,7,3,What about kids who were gunned down around the country by people who looked just like them? Do we care about these kids who never had a chance to grow up and live or nah? Just asking,0.24113068,0.09468423599999999,0.12158626,0.16181692,0.043268025,0.5053801
tw43,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Not present,Hard_To_Say,3,2,1,4,3,"""Genuinely believed it was an accident.""

I ""Genuinely believe"" that sometimes people need to die, The law has other ideas though.",0.38411608,0.27174154,0.21666278,0.16807832,0.12347609999999999,0.81366813
nw40,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Not present,Toxic,3,2,1,6,1,Greatly overstated? Tell that to my colleague who died from it yesterday. She was relatively young and otherwise healthy. She’s dead now.,0.24188821,0.14681867,0.056923848,0.11612973,0.08415928,0.6030633000000001
nw56,AVQGY7FCU80XP,3,1.0,Very informal,Slightly Disrespectful,Not present,Hard_To_Say_Toxic,4,2,1,5,1,My dog is also running for Presidency and he has a big fat ass as a runninng mate.,0.88824683,0.6797392,0.2779962,0.76293695,0.9066618000000001,0.24465606
yt55,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Present,Hard_To_Say,3,2,3,4,2,The strategy of the left just gets dumber and dumber. Nobody buying into this. The planet has seen mobs gathering to date to burn city blocks to the ground with zero cases.,0.8060606,0.45026925,0.24961068,0.895227,0.251704,0.55969995
yt53,AVQGY7FCU80XP,3,1.0,Informal,Disrespectful,Not present,Toxic,3,1,1,6,2,It must be hard living without a brain,0.7698896,0.5397419,0.38843337,0.7146446999999999,0.44391415,0.849726
nw31,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Present,Hard_To_Say,3,2,3,4,1,"So, during this worldwide transfer of wealth, the rich and elite are going to help the masses. Help us to our graves is more like it.",0.05188239,0.019236445,0.028980756,0.029373346,0.0122827245,0.08907268
yt50,AVQGY7FCU80XP,3,1.0,Informal,Slightly Disrespectful,Not present,Toxic,3,2,1,6,2,"Asia dropping all of their kill-streaks on the USA
",0.6899937,0.62453675,0.72670645,0.3936507,0.34059182,0.8908898000000001
nw46,A219VCQZADQ45W,1,0.5,Informal,Respectful,Not present,Toxic,3,4,1,6,1,Poor thing! For God's sake get this girl some drugs and arrest her parents!!!,0.5210539000000001,0.34364808,0.38819736,0.33414158,0.14631638,0.6965894
tw45,A219VCQZADQ45W,1,0.5,Formal,Respectful,Not present,Hard_To_Say,2,4,1,4,3,So they let the bullies win instead of protecting employees and customers. Only in America.,0.43725017,0.13010128,0.21858838,0.5255941,0.08029333,0.20859085
yt59,A219VCQZADQ45W,1,0.5,Very informal,Disrespectful,Present,Toxic,4,1,3,6,2,Entitled America has to go...Everyone acts like a grown ass child...,0.9480856,0.7638441,0.58925116,0.80613285,0.9352478000000001,0.27644402
tw39,A219VCQZADQ45W,1,0.5,Informal,Respectful,Not present,Hard_To_Say,3,4,1,4,3,What about kids who were gunned down around the country by people who looked just like them? Do we care about these kids who never had a chance to grow up and live or nah? Just asking,0.24113068,0.09468423599999999,0.12158626,0.16181692,0.043268025,0.5053801
tw43,A219VCQZADQ45W,1,0.5,Formal,Respectful,Not present,Hard_To_Say,2,4,1,4,3,"""Genuinely believed it was an accident.""

I ""Genuinely believe"" that sometimes people need to die, The law has other ideas though.",0.38411608,0.27174154,0.21666278,0.16807832,0.12347609999999999,0.81366813
nw40,A219VCQZADQ45W,1,0.5,Informal,Respectful,Not present,Hard_To_Say,3,4,1,4,1,Greatly overstated? Tell that to my colleague who died from it yesterday. She was relatively young and otherwise healthy. She’s dead now.,0.24188821,0.14681867,0.056923848,0.11612973,0.08415928,0.6030633000000001
nw56,A219VCQZADQ45W,1,0.5,Very informal,Slightly Disrespectful,Not present,Toxic,4,2,1,6,1,My dog is also running for Presidency and he has a big fat ass as a runninng mate.,0.88824683,0.6797392,0.2779962,0.76293695,0.9066618000000001,0.24465606
yt55,A219VCQZADQ45W,1,0.5,Informal,Slightly Disrespectful,Possibly present,Toxic,3,2,2,6,2,The strategy of the left just gets dumber and dumber. Nobody buying into this. The planet has seen mobs gathering to date to burn city blocks to the ground with zero cases.,0.8060606,0.45026925,0.24961068,0.895227,0.251704,0.55969995
yt53,A219VCQZADQ45W,1,0.5,Informal,Disrespectful,Possibly present,Hard_To_Say,3,1,2,4,2,It must be hard living without a brain,0.7698896,0.5397419,0.38843337,0.7146446999999999,0.44391415,0.849726
nw31,A219VCQZADQ45W,1,0.5,Informal,Partially Respectful,Not present,Hard_To_Say,3,3,1,4,1,"So, during this worldwide transfer of wealth, the rich and elite are going to help the masses. Help us to our graves is more like it.",0.05188239,0.019236445,0.028980756,0.029373346,0.0122827245,0.08907268
